game_id,season,week,completed,home_team,home_points,away_team,away_points,result,winner,mean_spread,proj_margin,abs_error,vegas_abs_error,sqd_error,vegas_sqd_error,straight_up_win,ATS_win,AE_ATS_win
401635525,2024,1,TRUE,Georgia Tech,24,Florida State,21,-3,Georgia Tech,10.666666666666666,13.96470805635582,16.964708056355818,13.666666666666666,287.801319437384,186.77777777777777,0,0,0
401643697,2024,1,TRUE,New Mexico,31,Montana State,35,4,Montana State,11.5,11.29350693624546,7.2935069362454605,7.5,53.195243429060646,56.25,1,1,1
401643696,2024,1,TRUE,Nevada,24,SMU,29,5,SMU,27.5,26.534896308323784,21.534896308323784,22.5,463.75175901025733,506.25,1,1,1
401643858,2024,1,TRUE,Hawai'i,35,Delaware State,14,-21,Hawai'i,-38.666666666666664,-29.436927226355586,8.436927226355586,17.666666666666664,71.18174102282016,312.11111111111103,1,1,1
401628458,2024,1,TRUE,Rutgers,44,Howard,7,-37,Rutgers,-38.5,-18.638363556508025,18.361636443491975,1.5,337.1496928829726,2.25,1,1,0
401634299,2024,1,TRUE,NC State,38,Western Carolina,21,-17,NC State,-32.5,-24.679969297320067,7.679969297320067,15.5,58.98192840777889,240.25,1,1,1
401628582,2024,1,TRUE,UCF,57,New Hampshire,3,-54,UCF,-38.5,-22.5506646537178,31.4493353462822,15.5,989.060693722915,240.25,1,0,0
401636387,2024,1,TRUE,UL Monroe,30,Jackson State,14,-16,UL Monroe,-4.5,-7.317144280694805,8.682855719305195,11.5,75.39198344227094,132.25,1,1,1
401644727,2024,1,TRUE,Buffalo,30,Lafayette,13,-17,Buffalo,-3.5,-4.029401196659869,12.970598803340131,13.5,168.23643331720845,182.25,1,1,1
401644729,2024,1,TRUE,Bowling Green,41,Fordham,17,-24,Bowling Green,-15.5,-7.723926000971918,16.276073999028082,8.5,264.910584821838,72.25,1,0,0
401644730,2024,1,TRUE,Central Michigan,66,Central Connecticut,10,-56,Central Michigan,-33.5,-29.96339612126581,26.03660387873419,22.5,677.9047415381164,506.25,1,0,0
401644728,2024,1,TRUE,Toledo,49,Duquesne,10,-39,Toledo,-27.5,-35.87718589425122,3.1228141057487804,11.5,9.751967939063555,132.25,1,1,1
401628320,2024,1,TRUE,Arkansas,70,Arkansas-Pine Bluff,0,-70,Arkansas,-50.5,-53.54895377437495,16.45104622562505,19.5,270.63692191765216,380.25,1,1,1
401640998,2024,1,TRUE,Jacksonville State,27,Coastal Carolina,55,28,Coastal Carolina,-3.5,-15.01918282258034,43.01918282258034,31.5,1850.6500907225914,992.25,0,0,0
401628448,2024,1,TRUE,Minnesota,17,North Carolina,19,2,North Carolina,0.3333333333333333,4.731332162442221,2.7313321624422207,1.6666666666666667,7.460175381591298,2.777777777777778,1,1,0
401634206,2024,1,TRUE,Colorado,31,North Dakota State,26,-5,Colorado,-10,17.621337662702786,22.621337662702786,5,511.7249176500155,25,0,1,0
401636606,2024,1,TRUE,Kansas,48,Lindenwood,3,-45,Kansas,-48.5,-35.60129277817266,9.398707221827337,3.5,88.33569744162934,12.25,1,1,0
401628327,2024,1,TRUE,Missouri,51,Murray State,0,-51,Missouri,-50.5,-38.100901262247035,12.899098737752965,0.5,166.38674824630013,0.25,1,0,0
